PtID C4HHHC4_Q00 C4HHHC4_Q10 C4HHHC4_Q20 HC4HHC4_Q00 HC4HHC4_Q10 HC4HHC4_Q11s HC4HHC4_Q20 HC4HHC4_Q21s HC4HHC4_Q22c aiESP
Pt:-4.724318_1.511773_0.755883_ethane 0.254506479605 -0.0106028375681 0.00410666476827 0.767035763277 -0.0089982737931 -0.0500415236206 -0.0056229292446 -0.0035465525532 -0.0111147383365 -0.00140152
Pt:-4.724318_1.511773_1.511773_ethane 0.250353850786 -0.00962396972895 0.00367151953749 0.754696991857 -0.00773746086725 -0.0458335542845 -0.00505847324604 -0.00359863473332 -0.00972264471151 -0.00127134
Pt:-4.724318_1.511773_2.267663_ethane 0.244144290783 -0.00829127645191 0.0030957749296 0.736027509709 -0.00624384944682 -0.0399220552409 -0.00433786443902 -0.00351059658081 -0.00786385778513 -0.00110148
Pt:-4.724318_1.511773_3.023553_ethane 0.236368152281 -0.00681766669403 0.00248179479855 0.712450624836 -0.00479320041235 -0.0331981096462 -0.00356512738867 -0.00325096149087 -0.00592298238821 -0.000915347
Pt:-4.724318_2.267663_-3.023567_ethane 0.23417387557 -0.00655284020276 0.00237771375084 0.705780614499 -0.0045661586216 -0.0319473053118 -0.00342403110761 -0.00316672507079 -0.0056215548478 -0.000880073
Pt:-4.724318_2.267663_-2.267677_ethane 0.241009655241 -0.00777474779845 0.00288130616739 0.726467402389 -0.0058372980918 -0.0375304370568 -0.00411680858228 -0.0033782806295 -0.00715846437352 -0.00104455
Pt:-4.724318_2.267663_-1.511787_ethane 0.246201737866 -0.00880009985431 0.00331627249711 0.74221526388 -0.00681002049087 -0.0421764252284 -0.00460936176499 -0.00354181867214 -0.00858372434825 -0.00116519
Pt:-4.724318_2.267663_-0.755897_ethane 0.249340475577 -0.00945708180511 0.00360056534087 0.751831554483 -0.0072664990191 -0.045183435388 -0.00482449292493 -0.00369705561046 -0.00960542793456 -0.00122327
Pt:-4.724318_2.267663_-0.000007_ethane 0.250151047342 -0.00961843038872 0.00367054625827 0.754469930112 -0.00713491245671 -0.0460074345275 -0.00475640218446 -0.00383635791494 -0.00994953964389 -0.00121535
Pt:-4.724318_2.267663_0.755883_ethane 0.248559403032 -0.00924990918716 0.00350890930355 0.749825798603 -0.00651311268743 -0.0444498272503 -0.00445868306292 -0.00389903594169 -0.00948838409343 -0.00115123
Pt:-4.724318_2.267663_1.511773_ethane 0.244711283749 -0.00842463780895 0.00315312051634 0.738243583261 -0.00559966827536 -0.0407591169119 -0.00400858445623 -0.00381831622822 -0.00832421890495 -0.00104643
Pt:-4.724318_2.267663_2.267663_ethane 0.238935046487 -0.00729370647927 0.00267789230125 0.720663887137 -0.00459617818975 -0.0355607817004 -0.00347771467277 -0.00357023575947 -0.00674630298881 -0.000916382
Pt:-4.724318_2.267663_3.023553_ethane 0.231666167575 -0.00603207509961 0.00216469146646 0.698417207957 -0.00364695297975 -0.0296419287857 -0.00292266885193 -0.00318227147782 -0.00508879726222 -0.000774933
Pt:-4.724318_3.023553_-2.267677_ethane 0.234028585905 -0.00651636747892 0.00236252477478 0.705455814604 -0.00434729678099 -0.0318251055443 -0.00330935128564 -0.00321822748361 -0.0056294723887 -0.000858899
Pt:-4.724318_3.023553_-1.511787_ethane 0.238738233609 -0.00733442739727 0.00269731410428 0.720003470453 -0.00474361698198 -0.0357047893725 -0.00354748620371 -0.0035306037003 -0.00678882282797 -0.000929283
Pt:-4.724318_3.023553_-0.755897_ethane 0.24157412178 -0.00785414536626 0.00291359703155 0.728916489218 -0.0047609234442 -0.0382297790057 -0.00356781119915 -0.00380993106137 -0.00764351641873 -0.00095012
Pt:-4.724318_3.023553_-0.000007_ethane 0.242305527064 -0.00798038114491 0.00296614472355 0.731420642079 -0.00443336892712 -0.0389424510855 -0.00339999206411 -0.00400114749423 -0.00796701837334 -0.0009249
Pt:-4.724318_3.023553_0.755883_ethane 0.240870588411 -0.0076878476166 0.00284284442084 0.727229238507 -0.00389367199389 -0.0376710778463 -0.00311418541082 -0.00403126500339 -0.00764575457494 -0.000865916
Pt:-4.724318_3.023553_1.511773_ethane 0.237391024144 -0.00703106168217 0.00257020278129 0.71664301023 -0.00329377094511 -0.034617050429 -0.00277998830264 -0.00385998409389 -0.00675078562602 -0.000786399
