"e_gas(kcal/mol)","e_liquid(kcal/mol)","temperature(K)","molar_mass(g/mol)","density(g/cm^3)","delta_H_vap(kcal/mol)"
"41.2224955052","61.097485299999995","298.0","103.1213","1.0035885308202455","-19.282802972999995"
