PtID C2O1O1_Q00 C2O1O1_Q10 C2O1O1_Q20 O1C2O1_Q00 O1C2O1_Q10 O1C2O1_Q20 aiESP
Pt:0.188968_-0.377951_4.157389_co2 0.1965844923 0.03146288264 0.00375479050816 0.427431393305 -0.025537021081 0.000525414965746 -0.00457272
Pt:0.188968_-0.377951_4.913279_co2 0.184731196266 0.0261078718584 0.00238266558705 0.389658538676 -0.013734928407 -0.000913904102165 -0.00171531
Pt:0.188968_-0.377951_5.669169_co2 0.173286249815 0.0215497905596 0.0014181510839 0.357672831454 -0.00670366901872 -0.00130877458725 -0.000201553
Pt:0.188968_-0.377951_6.425059_co2 0.162495124567 0.0177693585236 0.000769389072735 0.33033956324 -0.00253168196047 -0.00133274617698 0.000543947
Pt:0.188968_0.377939_-6.425071_co2 0.162527677055 0.0177800398173 0.000771020176721 0.330418735457 -0.00254158736373 -0.00133292980448 0.000542396
Pt:0.188968_0.377939_-5.669181_co2 0.173330810988 0.02156641965 0.00142131472799 0.357790736367 -0.00672511945702 -0.00130819192995 -0.00020579
Pt:0.188968_0.377939_-4.913291_co2 0.184791343142 0.0261333816524 0.0023886018791 0.389836805303 -0.0137813042598 -0.000910051428367 -0.00172599
Pt:0.188968_0.377939_-4.157401_co2 0.196664402932 0.0315012667611 0.00376552081396 0.427706636374 -0.0256383553386 0.000541531429744 -0.00459813
Pt:0.188968_0.377939_4.157389_co2 0.196705240518 0.0315208946575 0.00377101263021 0.427847418504 -0.0256902761216 0.00054981261454 -0.00461107
Pt:0.188968_0.377939_4.913279_co2 0.184831382232 0.026150372441 0.00239255900075 0.389955541708 -0.0138122398764 -0.00090747296002 -0.00173307
Pt:0.188968_0.377939_5.669169_co2 0.173368936588 0.0215806539379 0.00142402487887 0.35789164985 -0.00674350347458 -0.00130768920645 -0.000209394
Pt:0.188968_0.377939_6.425059_co2 0.162563299893 0.0177917334745 0.000772807216818 0.330505395613 -0.00255244328585 -0.00133312950427 0.000540711
Pt:0.188968_1.133829_-5.669181_co2 0.171942661023 0.0210524030336 0.0013247568809 0.354139118666 -0.00607519046746 -0.00132394668264 -7.93271e-05
Pt:0.188968_1.133829_-4.913291_co2 0.183111983025 0.0254273465597 0.00222647654702 0.384903582584 -0.0125286157082 -0.00100869788053 -0.00144081
Pt:0.188968_1.133829_-4.157401_co2 0.19464373812 0.0305402124887 0.0035006282551 0.420841170391 -0.0231797013252 0.000167825717682 -0.00398526
Pt:0.188968_1.133829_4.157389_co2 0.194683329563 0.0305588523441 0.00350569096107 0.420973839409 -0.0232258622698 0.000174506208841 -0.00399666
Pt:0.188968_1.133829_4.913279_co2 0.183150940166 0.0254435790443 0.00223015317924 0.38501700113 -0.0125567059344 -0.00100661042865 -0.00144712
Pt:0.188968_1.133829_5.669169_co2 0.171979877737 0.0210660762696 0.00132729232828 0.354236452813 -0.0060921304986 -0.00132358654112 -8.2569e-05
Pt:0.188968_1.889719_-5.669181_co2 0.169186612937 0.020056203744 0.00114493175913 0.347014410533 -0.00489115338197 -0.00134213518146 0.000142635
Pt:0.188968_1.889719_-4.913291_co2 0.179793835463 0.0240699471109 0.00192756389524 0.375411996587 -0.0102936469314 -0.0011558799716 -0.000946244
Pt:0.188968_1.889719_-4.157401_co2 0.190672320405 0.0287087114325 0.00301778573241 0.407883410448 -0.0189211760591 -0.000391655984551 -0.00294073
Pt:0.188968_1.889719_4.157389_co2 0.190709537084 0.0287255253803 0.00302208601057 0.408001762696 -0.0189578702742 -0.000387324584198 -0.00294957
Pt:0.188968_1.889719_4.913279_co2 0.179830712514 0.0240847609239 0.00193073443174 0.375515713203 -0.0103168506269 -0.0011545480224 -0.00095125
Pt:0.188968_1.889719_5.669169_co2 0.16922206819 0.0200688155011 0.00114714755836 0.347105051343 -0.00490553296534 -0.00134199938673 0.000140023
Pt:0.188968_2.645609_-5.669181_co2 0.165254417984 0.0186900292653 0.000914253508855 0.337115508873 -0.00342328969369 -0.00134410059076 0.000399779
Pt:0.188968_2.645609_-4.913291_co2 0.175095717963 0.0222319379021 0.00155010337207 0.362498179208 -0.00760730125806 -0.0012806313206 -0.000382057
Pt:0.188968_2.645609_-4.157401_co2 0.185095779746 0.0262627557695 0.00241879838602 0.390740952184 -0.0140178084369 -0.00089016666847 -0.00178039
Pt:0.188968_2.645609_-3.401511_co2 0.194881971499 0.0306524884878 0.00353116813528 0.421640570764 -0.0234586448024 0.000208392334454 -0.00405448
Pt:0.188968_2.645609_3.401499_co2 0.194914481802 0.0306678314349 0.00353534990312 0.421749863832 -0.0234969307614 0.000213997133432 -0.00406395
Pt:0.188968_2.645609_4.157389_co2 0.185129825024 0.0262772502216 0.00242219084994 0.390842255272 -0.0140444416563 -0.000887902618571 -0.0017865
Pt:0.188968_2.645609_4.913279_co2 0.175129778499 0.0222449144451 0.00155265658634 0.362589763133 -0.00762496702548 -0.00128000885779 -0.000385621
Pt:0.188968_2.645609_5.669169_co2 0.165287457644 0.0187012417162 0.000916070729799 0.33719746212 -0.00343462471257 -0.00134418032604 0.000397891
Pt:0.188968_3.401499_-4.913291_co2 0.169342994064 0.0201118697027 0.00115472368668 0.347414390387 -0.00495473858502 -0.00134151840465 0.00013102
Pt:0.188968_3.401499_-4.157401_co2 0.178338714374 0.0234902500182 0.00180509539362 0.371349690711 -0.00940553463889 -0.00120366047273 -0.000755637
Pt:0.188968_3.401499_-3.401511_co2 0.187041487758 0.0270997066324 0.0026177769455 0.396593966111 -0.0156015525673 -0.000746927802966 -0.00214874
Pt:0.188968_3.401499_-2.645621_co2 0.195003225714 0.0307097393933 0.00354678230399 0.422048452906 -0.0236017113159 0.000229381736669 -0.00409002
Pt:0.188968_3.401499_2.645609_co2 0.19502855733 0.0307217088627 0.00355005030565 0.422133751278 -0.023631693407 0.000233796157701 -0.00409744
Pt:0.188968_3.401499_3.401499_co2 0.187070229381 0.027112201335 0.00262079491247 0.396681414791 -0.0156259145458 -0.000744589197004 -0.00215443
Pt:0.188968_3.401499_4.157389_co2 0.17836916496 0.023502284657 0.00180760603274 0.371434105762 -0.00942358142371 -0.00120275229189 -0.000759456
Pt:0.188968_3.401499_4.913279_co2 0.16937380596 0.0201228497422 0.00115665873386 0.347493257962 -0.00496731624757 -0.00134139141776 0.000128728
Pt:0.188968_4.157389_-4.913291_co2 0.16287383637 0.0178938883222 0.000788478240292 0.331261748955 -0.00264780022371 -0.00133481447724 0.000525764
Pt:0.188968_4.157389_-4.157401_co2 0.17082917497 0.0206460452539 0.00125023433911 0.351241067843 -0.00558032856105 -0.00133324420094 1.4847e-05
Pt:0.188968_4.157389_-3.401511_co2 0.178431622317 0.023526981829 0.00181276253891 0.371607328365 -0.0094606679673 -0.0012008777062 -0.000767358
Pt:0.188968_4.157389_-2.645621_co2 0.185303714731 0.0263513652909 0.00243956722748 0.391360276643 -0.0141810578021 -0.000876210443905 -0.00181803
Pt:0.188968_4.157389_-1.889731_co2 0.191013612092 0.0288631480005 0.00305737673336 0.408970839157 -0.0192598279462 -0.000351352240836 -0.00302276
Pt:0.188968_4.157389_-1.133841_co2 0.195128331506 0.0307688835171 0.00356294223288 0.422470008993 -0.0237501003849 0.00025128303048 -0.00412689
Pt:0.188968_4.157389_-0.377951_co2 0.197289851914 0.0318027726879 0.00385024082578 0.429871889943 -0.0264436651942 0.000671766881695 -0.0047999
Pt:0.188968_4.157389_0.377939_co2 0.197293598895 0.0318045847422 0.00385075231809 0.429884920783 -0.0264485555554 0.000672569422975 -0.00480112
Pt:0.188968_4.157389_1.133829_co2 0.195139207612 0.030774028812 0.00356434949303 0.42250669163 -0.0237630381206 0.000253198874282 -0.00413009
Pt:0.188968_4.157389_1.889719_co2 0.191030617059 0.028870857303 0.0030593585289 0.409025143889 -0.0192768283134 -0.000349309558487 -0.00302686
Pt:0.188968_4.157389_2.645609_co2 0.185325450834 0.0263606394142 0.00244174503699 0.391425100377 -0.014198203671 -0.000874733745786 -0.00182197
Pt:0.188968_4.157389_3.401499_co2 0.178456574234 0.0235368532642 0.00181482518313 0.371676560876 -0.00947551077238 -0.00120012434942 -0.000770502
Pt:0.188968_4.157389_4.157389_co2 0.170855938027 0.0206557503499 0.00125199543374 0.351310407387 -0.00559195496464 -0.00133305321328 1.2667e-05
Pt:0.188968_4.157389_4.913279_co2 0.162901249701 0.0179029250157 0.00078986965464 0.331328596271 -0.00265628059576 -0.00133495834949 0.000524435
Pt:0.188968_4.913279_-4.157401_co2 0.162944600572 0.0179172216639 0.000792072670805 0.331434333305 -0.00266971207522 -0.00133518423322 0.000522313
Pt:0.188968_4.913279_-3.401511_co2 0.169502185767 0.0201686418202 0.00116474160537 0.347822075483 -0.00501989771537 -0.00134084278406 0.000119081
Pt:0.188968_4.913279_-2.645621_co2 0.175359901978 0.0223327202992 0.00156997501809 0.36320927775 -0.00774497503683 -0.00127570826416 -0.000410003
Pt:0.188968_4.913279_-1.889731_co2 0.180175553265 0.024223580541 0.00196054416984 0.376487444255 -0.0105355382801 -0.00114178842641 -0.000998771
Pt:0.188968_4.913279_-1.133841_co2 0.183616515389 0.025638107745 0.00227440002428 0.386376165599 -0.0128959144158 -0.000980948434323 -0.00152386
Pt:0.188968_4.913279_-0.377951_co2 0.18541416538 0.026398513734 0.00245064695797 0.391689839424 -0.014268342974 -0.000868671434109 -0.00183818
Pt:0.188968_4.913279_0.377939_co2 0.185417275624 0.026399842228 0.00245095943925 0.391699125729 -0.0142708066454 -0.000868457864545 -0.00183875
Pt:0.188968_4.913279_1.133829_co2 0.183625577794 0.0256419040439 0.0022752669375 0.386402689884 -0.0129025817134 -0.000980435648743 -0.00152537
Pt:0.188968_4.913279_1.889719_co2 0.180189824582 0.0242293370895 0.00196178416669 0.376527732577 -0.0105446555695 -0.00114124838637 -0.00100075
Pt:0.188968_4.913279_2.645609_co2 0.175378322935 0.022339758966 0.00157136646676 0.363258925042 -0.00775463078717 -0.00127535679552 -0.000411959
Pt:0.188968_4.913279_3.401499_co2 0.169523575505 0.0201762781183 0.00116609151326 0.3478768938 -0.00502868608811 -0.00134074829648 0.000117474
Pt:0.188968_4.913279_4.157389_co2 0.162967825817 0.0179248842285 0.000793254280415 0.331490995115 -0.00267691848878 -0.00133530442506 0.000521181
Pt:0.188968_5.669169_-2.645621_co2 0.165550670828 0.0187907268413 0.000930619145374 0.337851062077 -0.00352550384217 -0.00134476346751 0.000382626
Pt:0.188968_5.669169_-1.889731_co2 0.169584329753 0.0201979783558 0.00116993070559 0.348032648376 -0.00505369124362 -0.00134047509462 0.000112875
Pt:0.188968_5.669169_-1.133841_co2 0.172444050546 0.0212371087518 0.00135916006899 0.355453020276 -0.00630562780244 -0.00131881388279 -0.000123804
Pt:0.188968_5.669169_-0.377951_co2 0.173930535046 0.0217910543271 0.00146431121414 0.359382055518 -0.00701769485215 -0.00129982549295 -0.00026367
Pt:0.188968_5.669169_0.377939_co2 0.173933102437 0.0217920193153 0.00146449696318 0.359388886018 -0.00701896303484 -0.00129978753806 -0.000263921
Pt:0.188968_5.669169_1.133829_co2 0.172451557247 0.0212398823046 0.00135967918467 0.355472734627 -0.00630911449796 -0.00131873236249 -0.000124477
Pt:0.188968_5.669169_1.889719_co2 0.169596229226 0.0202022304378 0.00117068352357 0.34806316379 -0.00505859629549 -0.00134042074661 0.000111977
Pt:0.188968_5.669169_2.645609_co2 0.165566169937 0.0187960049855 0.000931479780564 0.337889588413 -0.00353088731895 -0.00134479489312 0.000381723
Pt:0.188968_6.425059_-0.377951_co2 0.163092755847 0.0179661391221 0.000799626329262 0.33179594029 -0.00271580813457 -0.00133594100401 0.000515034
Pt:0.188968_6.425059_0.377939_co2 0.163094872586 0.0179668386649 0.000799734527555 0.331801109393 -0.00271646888981 -0.00133595164472 0.000514929
Pt:0.944858_-6.425071_-1.889731_co2 0.171092869581 0.0169560306757 1.64409660026e-05 0.339627746178 0.00442010981419 -0.00265567482512 0.00182018
Pt:0.944858_-6.425071_-1.133841_co2 0.174030922911 0.017844637598 0.000109191263533 0.346125112529 0.00414265357141 -0.00281437854669 0.0018157
Pt:0.944858_-6.425071_-0.377951_co2 0.175559189604 0.0183188904185 0.000161795593421 0.349539235289 0.0039775270326 -0.00290093545431 0.00180841
Pt:0.944858_-6.425071_0.377939_co2 0.175561829795 0.0183197169107 0.000161889137492 0.349545154623 0.00397722889179 -0.00290108743089 0.0018084
Pt:0.944858_-6.425071_1.133829_co2 0.17403863877 0.01784701119 0.000109449195908 0.346142288925 0.00414185669224 -0.00281480853106 0.00181567
Pt:0.944858_-6.425071_1.889719_co2 0.171105089466 0.0169596640628 1.680463742e-05 0.339654596404 0.00441906007782 -0.0026563145525 0.00182019
Pt:0.944858_-5.669181_-3.401511_co2 0.17261849075 0.017413673922 6.32561625841e-05 0.342990991622 0.0042824149684 -0.00273684442353 0.00181935
Pt:0.944858_-5.669181_-2.645621_co2 0.178817330435 0.0193578572743 0.000284476092127 0.356901987039 0.00357417238458 -0.0030950964004 0.00178023
Pt:0.944858_-5.669181_-1.889731_co2 0.183931941401 0.0210668657158 0.000508081142464 0.368711677086 0.00278531677656 -0.00342800423276 0.00169606
Pt:0.944858_-5.669181_-1.133841_co2 0.187597090601 0.022351504367 0.000693628382849 0.377384205931 0.00208798169491 -0.00368918346777 0.0016004
Pt:0.944858_-5.669181_-0.377951_co2 0.189515444609 0.0230442346332 0.000799786375916 0.3819998553 0.00167403662958 -0.00383382980355 0.0015368
Pt:0.944858_-5.669181_0.377939_co2 0.189518765848 0.023045446198 0.000799975752513 0.382007894092 0.00167328908976 -0.00383408508305 0.00153668
Pt:0.944858_-5.669181_1.133829_co2 0.187606755292 0.0223549590822 0.00069414726176 0.377407323888 0.00208598373955 -0.00368989828369 0.0016001
Pt:0.944858_-5.669181_1.889719_co2 0.183947124138 0.0210720830657 0.000508804670906 0.368747225776 0.00278266731374 -0.00342904614564 0.00169573
Pt:0.944858_-5.669181_2.645609_co2 0.178836862712 0.0193642013627 0.000285256288959 0.356946485994 0.00357153336607 -0.00309630112829 0.00178001
Pt:0.944858_-5.669181_3.401499_co2 0.172641082223 0.0174205118691 6.3971036491e-05 0.343040964595 0.00428027387947 -0.00273806631096 0.00181931
Pt:0.944858_-4.913291_-4.157401_co2 0.175718048028 0.0183686641298 0.000167440644715 0.34989552949 0.0039595077448 -0.00291009494494 0.00180745
Pt:0.944858_-4.913291_-3.401511_co2 0.184024750059 0.021098771663 0.000512509633024 0.368929025751 0.00276909122558 -0.00343437831933 0.00169402
Pt:0.944858_-4.913291_-2.645621_co2 0.191591755112 0.0238099733924 0.000922041864123 0.387058709649 0.00118499897895 -0.00399674768445 0.0014564
Pt:0.944858_-4.913291_-1.889731_co2 0.19792328731 0.0262493859892 0.00134526284819 0.402928453336 -0.000599940524167 -0.00453587374839 0.00112654
Pt:0.944858_-4.913291_-1.133841_co2 0.202511890816 0.0281177165311 0.00170338249753 0.4148965259 -0.00221151412117 -0.00496756468857 0.000793702
Pt:0.944858_-4.913291_-0.377951_co2 0.204931297537 0.0291375701382 0.00191102993158 0.421384136783 -0.00318561093237 -0.00520911371263 0.00058096
Pt:0.944858_-4.913291_0.377939_co2 0.204935496993 0.029139361438 0.00191140212045 0.421395510691 -0.00318738240084 -0.00520954124449 0.000580568
Pt:0.944858_-4.913291_1.133829_co2 0.202524048946 0.0281227811135 0.00170439260828 0.414928809364 -0.00221618341334 -0.00496875461657 0.000792706
Pt:0.944858_-4.913291_1.889719_co2 0.197942205422 0.0262569136982 0.00134664723181 0.402976945872 -0.000605998251928 -0.00453758226482 0.00112534
Pt:0.944858_-4.913291_2.645609_co2 0.191615780201 0.0238189316351 0.000923502402661 0.387117643493 0.00117908022433 -0.00399867213193 0.0014554
Pt:0.944858_-4.913291_3.401499_co2 0.184052123095 0.021108188168 0.000513818389984 0.3689931524 0.00276429194812 -0.0034362606294 0.00169342
Pt:0.944858_-4.913291_4.157389_co2 0.175747175623 0.0183778001923 0.000168479358003 0.349960887231 0.00395618604127 -0.00291177774024 0.00180727
Pt:0.944858_-4.157401_-4.913291_co2 0.175801615617 0.0183948837774 0.000170423778817 0.350083066308 0.00394996292256 -0.00291492570303 0.00180693
Pt:0.944858_-4.157401_-4.157401_co2 0.185930255673 0.0217609906291 0.000606499173587 0.373417076685 0.00241978585289 -0.00356797565044 0.00164791
Pt:0.944858_-4.157401_-3.401511_co2 0.195856643845 0.025435682029 0.00119844183564 0.397671040579 3.46345359768e-05 -0.00435276693666 0.00124938
Pt:0.944858_-4.157401_-2.645621_co2 0.205055477505 0.0291905707617 0.00192205321705 0.421720638139 -0.0032381156855 -0.00522176804292 0.000569282
Pt:0.944858_-4.157401_2.645609_co2 0.20508493261 0.0292031517694 0.00192467321986 0.421800506725 -0.00325060663791 -0.00522477325524 0.000566515
Pt:0.944858_-4.157401_3.401499_co2 0.19588964446 0.0254485414538 0.00120071847008 0.39775438044 2.49154423518e-05 -0.00435563598153 0.00124755
Pt:0.944858_-4.157401_4.157389_co2 0.18596476358 0.0217731091348 0.000608255917099 0.373498810391 0.00241316986485 -0.00357044349091 0.001647
Pt:0.944858_-4.157401_4.913279_co2 0.175836089842 0.0184057074617 0.000171657141634 0.350160452815 0.00394601214089 -0.00291692103631 0.00180671
Pt:0.944858_-3.401511_-5.669181_co2 0.172856481271 0.017485798392 7.08191435268e-05 0.343517686149 0.00425970734149 -0.00274974598949 0.00181893
Pt:0.944858_-3.401511_-4.913291_co2 0.18421688993 0.0211649282437 0.000521721425044 0.369379360205 0.00273527133325 -0.00344761333115 0.00168975
Pt:0.944858_-3.401511_-4.157401_co2 0.195972382595 0.0254808012647 0.00120643594321 0.397963413406 4.90197734279e-07 -0.00436283696081 0.00124292
Pt:0.944858_-3.401511_-3.401511_co2 0.207701752149 0.0303353453214 0.00216569763674 0.428976898869 -0.00441875774185 -0.00549726741589 0.000301901
Pt:0.944858_-3.401511_3.401499_co2 0.207741110897 0.0303525939115 0.00216944943826 0.429086086014 -0.00443723765361 -0.00550144790388 0.000297667
Pt:0.944858_-3.401511_4.157389_co2 0.196012790511 0.0254965663187 0.0012092332361 0.39806554625 -1.14687828923e-05 -0.00436635785145 0.00124066
Pt:0.944858_-3.401511_4.913279_co2 0.184256556695 0.0211786032934 0.000523630509751 0.369472391514 0.00272825081019 -0.00345035220343 0.00168886
Pt:0.944858_-3.401511_5.669169_co2 0.17289429466 0.0174972762713 7.20273432501e-05 0.343601422143 0.00425606836008 -0.00275180189294 0.00181886
Pt:0.944858_-2.645621_-5.669181_co2 0.179170393751 0.0194727463489 0.000298663241551 0.357707028039 0.00352604860086 -0.00311694956885 0.00177607
Pt:0.944858_-2.645621_-4.913291_co2 0.191917319286 0.0239315577564 0.000941924321946 0.387858112123 0.00110427512061 -0.00402290304762 0.00144266
Pt:0.944858_-2.645621_-4.157401_co2 0.205321407514 0.029304287113 0.00194578143507 0.422442435188 -0.00335140423942 -0.00524895061656 0.000544027
Pt:0.944858_-2.645621_4.157389_co2 0.205367880188 0.0293241899111 0.00194994517911 0.422568739256 -0.00337132159169 -0.00525371257587 0.000539598
Pt:0.944858_-2.645621_4.913279_co2 0.191962172434 0.023948340868 0.000944678920408 0.387968380239 0.00109306563595 -0.00402651956022 0.00144075
Pt:0.944858_-2.645621_5.669169_co2 0.179212504983 0.0194864798803 0.000300367355877 0.357803145193 0.00352024894788 -0.00311956693592 0.00177556
Pt:0.944858_-1.889731_-6.425071_co2 0.171557268751 0.0170944775803 3.03891580634e-05 0.340649147366 0.0043796187098 -0.00268010422106 0.00182026
Pt:0.944858_-1.889731_-5.669181_co2 0.184412692863 0.0212324881953 0.000531169491477 0.36983878433 0.00270048815752 -0.00346115472764 0.00168532
Pt:0.944858_-1.889731_-4.913291_co2 0.198402363196 0.0264404586763 0.00138054961473 0.404158552523 -0.000754773306731 -0.00457932102532 0.00109578
Pt:0.944858_-1.889731_4.913279_co2 0.198451919786 0.0264602763779 0.00138422705903 0.404286046036 -0.000770960278553 -0.00458383686682 0.00109256
Pt:0.944858_-1.889731_5.669169_co2 0.184458610625 0.0212483524687 0.000533394046994 0.369946597873 0.00269228440484 -0.00346433823944 0.00168427
Pt:0.944858_-1.889731_6.425059_co2 0.171599166454 0.0171070050752 3.16604676022e-05 0.340741398464 0.004375904995 -0.00268232012875 0.00182025
Pt:0.944858_-1.133841_-6.425071_co2 0.174601597383 0.0180207598986 0.000128476406689 0.347397148595 0.00408271711689 -0.00284637175993 0.00181339
Pt:0.944858_-1.133841_-5.669181_co2 0.188209768331 0.0225712152703 0.00072683856265 0.378852420448 0.00195959550578 -0.00373477516307 0.00158115
Pt:0.944858_-1.133841_-4.913291_co2 0.203154079439 0.0283860592723 0.00175719279157 0.416606061258 -0.00246120352209 -0.00503074822075 0.000739898
Pt:0.944858_-1.133841_4.913279_co2 0.203207283578 0.028408367238 0.00176169279056 0.416748091711 -0.00248217169645 -0.00503601317247 0.000735377
Pt:0.944858_-1.133841_5.669169_co2 0.188258582007 0.0225887818895 0.00072951230098 0.378969633298 0.00194921450636 -0.0037384318621 0.00157958
Pt:0.944858_-1.133841_6.425059_co2 0.174645765936 0.0180344393656 0.000129986693413 0.347495740589 0.00407799331434 -0.00284886415584 0.00181319
Pt:0.944858_-0.377951_-6.425071_co2 0.176229260277 0.018529449518 0.000185836456382 0.351043930169 0.00390040432438 -0.00293978079484 0.00180407
Pt:0.944858_-0.377951_-5.669181_co2 0.190253078233 0.0233143622008 0.000842328328712 0.383789382432 0.0015053177144 -0.00389094283931 0.00150966
Pt:0.944858_-0.377951_-4.913291_co2 0.205730746416 0.0294799041906 0.00198263212887 0.423556652917 -0.00352807245239 -0.00529101370611 0.000504468
Pt:0.944858_-0.377951_4.913279_co2 0.205786001309 0.0295036635922 0.00198763689328 0.42370735315 -0.0035521342412 -0.00529671214635 0.000499088
Pt:0.944858_-0.377951_5.669169_co2 0.190303499505 0.0233329035783 0.000845271852283 0.383912012393 0.00149358566221 -0.00389487747505 0.00150776
Pt:0.944858_-0.377951_6.425059_co2 0.176274675942 0.0185437787643 0.000187487773094 0.351146089217 0.00389507062889 -0.00294243365046 0.00180375
Pt:0.944858_0.377939_-6.425071_co2 0.176316234076 0.0185568973793 0.000189001277698 0.351239590604 0.00389017803117 -0.00294486341451 0.00180345
Pt:0.944858_0.377939_-5.669181_co2 0.190362524934 0.0233546214425 0.000848723485485 0.384055618707 0.00147981891822 -0.00389948853768 0.0015055
Pt:0.944858_0.377939_-4.913291_co2 0.205869156802 0.0295394442069 0.00199518247516 0.423934282204 -0.00358844247521 -0.00530529715725 0.000490902
Pt:0.944858_0.377939_4.913279_co2 0.205924523322 0.0295632836612 0.00200021560334 0.42408546517 -0.00361268170704 -0.00531101933376 0.000485472
Pt:0.944858_0.377939_5.669169_co2 0.190413033297 0.023373216227 0.000851682047272 0.384178546348 0.00146801061864 -0.00390343853187 0.00150358
Pt:0.944858_0.377939_6.425059_co2 0.176361717033 0.018571262029 0.000190660404178 0.351341943876 0.00388481027558 -0.0029475251027 0.00180313
Pt:0.944858_1.133829_-6.425071_co2 0.174855721687 0.0180995595483 0.00013720078909 0.347964676019 0.00405537050225 -0.00286074381975 0.00181221
Pt:0.944858_1.133829_-5.669181_co2 0.18852817467 0.0226859646271 0.0007443534046 0.379617620314 0.00189147305595 -0.00375869224508 0.00157076
Pt:0.944858_1.133829_-4.913291_co2 0.203554682241 0.0285543154062 0.00179123434756 0.417676998748 -0.0026201570572 -0.00507050467837 0.00070538
Pt:0.944858_1.133829_4.913279_co2 0.203608201827 0.0285768442465 0.00179580998544 0.417820338668 -0.00264158107444 -0.00507583589999 0.000700732
Pt:0.944858_1.133829_5.669169_co2 0.188577236574 0.0227036803816 0.000747067838119 0.379735660097 0.0018808903135 -0.00376239116314 0.00156914
Pt:0.944858_1.133829_6.425059_co2 0.174900083426 0.01811333888 0.00013873246373 0.348063816572 0.004050554845 -0.00286326067075 0.00181199
Pt:0.944858_1.889719_-6.425071_co2 0.171959574192 0.0172150205541 4.26852373894e-05 0.341535647135 0.00434354122284 -0.00270146345098 0.0018201
Pt:0.944858_1.889719_-5.669181_co2 0.184912656883 0.0214056479563 0.000555573645229 0.371014206525 0.00261020078946 -0.00349598011602 0.00167359
Pt:0.944858_1.889719_-4.913291_co2 0.199025359298 0.0266903157944 0.00142715514742 0.405764761099 -0.000960623032151 -0.00463638590556 0.00105444
Pt:0.944858_1.889719_4.913279_co2 0.199075384305 0.0267104466795 0.00143093291497 0.405894061115 -0.000977375861275 -0.00464099582837 0.00105107
Pt:0.944858_1.889719_5.669169_co2 0.184958949217 0.0214217285026 0.00055785367143 0.371123210648 0.00260173315662 -0.00349922279557 0.00167248
Pt:0.944858_1.889719_6.425059_co2 0.172001767412 0.0172276956621 4.39863601954e-05 0.341628712386 0.00433970317466 -0.00270371419842 0.00182007
Pt:0.944858_2.645609_-5.669181_co2 0.179813173145 0.0196830763735 0.000324953952758 0.359176410496 0.00343612362689 -0.00315715402018 0.00176789
Pt:0.944858_2.645609_-4.913291_co2 0.192707908078 0.0242285304531 0.000991026989253 0.389806516898 0.000903531215992 -0.00408711398806 0.00140791
Pt:0.944858_2.645609_-4.157401_co2 0.206290353433 0.0297211234939 0.00203365568118 0.425086196539 -0.00377414430633 -0.00534895068241 0.000449021
Pt:0.944858_2.645609_4.157389_co2 0.206337487305 0.0297415004776 0.00203798744333 0.425215360143 -0.00379511286723 -0.00535385322936 0.000444299
Pt:0.944858_2.645609_4.913279_co2 0.192753317952 0.024245662191 0.000993882920002 0.389918740716 0.00089179546379 -0.00409083220439 0.00140586
Pt:0.944858_2.645609_5.669169_co2 0.179855739338 0.0196970580852 0.000326716181687 0.359273888148 0.00343006214788 -0.00315983565997 0.00176733
Pt:0.944858_3.401499_-5.669181_co2 0.173599372467 0.0177122166321 9.48869455133e-05 0.345165395439 0.00418664005663 -0.002790441351 0.00181712
Pt:0.944858_3.401499_-4.913291_co2 0.185116879324 0.0214766492099 0.000565658326225 0.371495305584 0.00257270664497 -0.00351030869663 0.00166863
Pt:0.944858_3.401499_-4.157401_co2 0.197056943009 0.0259061983299 0.00128265639785 0.400714953851 -0.00032742947278 -0.00445826320044 0.00117996
Pt:0.944858_3.401499_-3.401511_co2 0.20899426595 0.0309052011679 0.00229090974298 0.432582573587 -0.00504038016366 -0.0056357899387 0.000157787
Pt:0.944858_3.401499_3.401499_co2 0.209034364202 0.0309229932684 0.00229486090178 0.432695103153 -0.0050601592679 -0.00564012781838 0.000153188
Pt:0.944858_3.401499_4.157389_co2 0.197098025669 0.0259224045709 0.00128559046708 0.40081960408 -0.000340137536188 -0.00446191572947 0.0011775
Pt:0.944858_3.401499_4.913279_co2 0.185157130437 0.0214906616598 0.000567653952285 0.371590194294 0.00256527441951 -0.00351313987606 0.00166765
Pt:0.944858_3.401499_5.669169_co2 0.173637675598 0.0177239433401 9.61468947029e-05 0.345250500714 0.00418278210565 -0.00279255707224 0.001817
Pt:0.944858_4.157389_-4.913291_co2 0.176758431907 0.0186968688981 0.000205251099379 0.352235651699 0.00383740829176 -0.00297085011094 0.00180012
Pt:0.944858_4.157389_-4.157401_co2 0.187063259823 0.0221612349013 0.000665214861424 0.376109372355 0.00219699720253 -0.00364991695583 0.00161638
Pt:0.944858_4.157389_-3.401511_co2 0.197182305085 0.0259556721711 0.00129162037929 0.40103438748 -0.00036627395561 -0.00446941740473 0.00117241
Pt:0.944858_4.157389_-2.645621_co2 0.206578326637 0.0298457658795 0.00206020476992 0.425876164672 -0.00390285009958 -0.00537895853727 0.000419866
Pt:0.944858_4.157389_2.645609_co2 0.206608442972 0.0298588211133 0.00206299281683 0.425958893196 -0.00391639256065 -0.00538210433097 0.000416805
