PtID C4HHFC4_Q00 C4HHFC4_Q10 C4HHFC4_Q11s C4HHFC4_Q20 C4HHFC4_Q21s C4HHFC4_Q22c C4HHHC4_Q00 C4HHHC4_Q10 C4HHHC4_Q20 FC4HHC4_Q00 FC4HHC4_Q10 FC4HHC4_Q11s FC4HHC4_Q20 FC4HHC4_Q21s FC4HHC4_Q22c HC4FC4H_Q00 HC4FC4H_Q10 HC4FC4H_Q11c HC4FC4H_Q11s HC4FC4H_Q20 HC4FC4H_Q21c HC4FC4H_Q21s HC4FC4H_Q22c HC4FC4H_Q22s HC4HHC4_Q00 HC4HHC4_Q10 HC4HHC4_Q11s HC4HHC4_Q20 HC4HHC4_Q21s HC4HHC4_Q22c aiESP
Pt:-5.291235_-0.944869_-0.566924_fluoroethane 0.136759319851 -0.010937897722 0.0149506694959 3.32936632172e-05 -0.00207108629169 -0.00137336418294 0.0985576540374 0.00966081733141 0.000941783438315 0.145101412353 -0.000371156242662 -0.0208247979701 -0.0015260889535 9.22627837664e-05 -0.00253176321439 0.291920363251 0.00369125502829 0.036473614969 0.0209646600938 -0.00290540467326 0.000877915332548 0.000392711278417 0.00264816421926 0.00450582925019 0.271781921093 -0.0124783715675 0.0211060302797 -0.000247972395786 -0.00167007292714 -0.00141463331701 -0.00352018
Pt:-5.291235_-0.944869_0.188966_fluoroethane 0.137411024781 -0.0123296855829 0.0142305192819 0.000362203310897 -0.00221162657004 -0.00126373170889 0.0988001889162 0.009743628433 0.000959150217922 0.141573939149 -0.00194816544429 -0.0198884599023 -0.00137858362539 0.000474028333685 -0.00240505727008 0.296677749793 0.0052252500556 0.0358384528965 0.0247960904096 -0.0030815360986 0.00111810847326 0.000737357072079 0.00195672133803 0.0051796441881 0.272290019561 -0.0125877702333 0.0212188640517 -0.000245334677466 -0.00169549754722 -0.00143011847652 -0.00234056
Pt:-5.291235_-0.944869_0.944856_fluoroethane 0.136592314599 -0.0133233464627 0.0130593766629 0.000675125297442 -0.00220632828499 -0.00108104165396 0.0984939996608 0.00966452948894 0.000944720854195 0.136805001789 -0.00320463743525 -0.0184380608223 -0.00116759217359 0.000748088185723 -0.00215181639007 0.298073408993 0.00690740146107 0.0339221774867 0.0278357107371 -0.00306925287032 0.00136208814213 0.00111687451264 0.00109215790905 0.00548669690269 0.271581167248 -0.0124755356086 0.0210794087696 -0.000245303059157 -0.00166893323097 -0.00141380125831 -0.00120473
Pt:-5.291235_-0.944869_1.700746_fluoroethane 0.134379736235 -0.0138410780565 0.0115605893206 0.000925132359635 -0.00206241820924 -0.000855726371085 0.0976541555569 0.0094303324275 0.000900380736778 0.131178558815 -0.00410080054952 -0.0166896036723 -0.000936354155398 0.000903675364144 -0.00183395955048 0.295983960879 0.00860045705037 0.0308940098108 0.029753739254 -0.00284228035153 0.00156580442901 0.00148952532975 0.000203288933128 0.00537619563144 0.269681132819 -0.0121517691951 0.0206945477032 -0.000247482648919 -0.00159363216048 -0.00136640520969 -0.00019189
Pt:-5.291235_-0.944869_2.456636_fluoroethane 0.130968559323 -0.0138825836003 0.00989288902336 0.00108408112212 -0.00181629761162 -0.000623207498122 0.0963207438137 0.00905976925739 0.000831403490615 0.125060916036 -0.00465866440544 -0.0148380344441 -0.000717679923887 0.000957363406346 -0.00150560181392 0.290606062596 0.0101191215919 0.0270785980577 0.0304180065869 -0.00242747266829 0.00167695509725 0.00180083363572 -0.000569365336698 0.00489857276753 0.266658539456 -0.0116421613322 0.020083909865 -0.000250399114405 -0.00147757503924 -0.00129101210222 0.000651889
Pt:-5.291235_-0.188979_-2.078704_fluoroethane 0.132100678721 -0.00680367095661 0.0157705980953 -0.000626996218755 -0.00140684756858 -0.00156808401219 0.0967864205972 0.00911462639754 0.000834192969861 0.151998245361 0.00507730444939 -0.0220431667424 -0.00150144202687 -0.00127534958247 -0.00264261160241 0.272712034746 -0.000576395422028 0.0348472427379 0.011382158835 -0.0023845181816 -3.22852444108e-05 -0.000143330784901 0.00344146691777 0.00246739467255 0.267916084142 -0.0117390512735 0.0202826902475 -0.000258582703888 -0.00150023031609 -0.00130708822788 -0.00685049
Pt:-5.291235_-0.188979_-1.322814_fluoroethane 0.135440668674 -0.0085152128107 0.0161020512983 -0.000439241034775 -0.00175342926319 -0.00162764025508 0.0980766911275 0.00949509925117 0.000907171968825 0.151804004775 0.00308112910388 -0.0226316604918 -0.00165531494782 -0.000795616377135 -0.00286859367059 0.282760135456 0.000473699819397 0.0367090671811 0.0151698332779 -0.00274562393105 0.000157361524277 -4.45713820723e-06 0.00342360008236 0.00338642817587 0.270780261578 -0.0122573006533 0.0208774117897 -0.000253125422763 -0.00161857622625 -0.00138271892782 -0.00587095
Pt:-5.291235_-0.188979_-0.566924_fluoroethane 0.137536462519 -0.0101547088235 0.0159236933178 -0.000176212396243 -0.00203635765272 -0.00158941558143 0.0988632062334 0.00973670658514 0.000955262304326 0.149657738316 0.0010582100188 -0.0223299959044 -0.00166475131125 -0.000273477727265 -0.00287444219593 0.290605206984 0.00187588824899 0.0375676120832 0.0190514363755 -0.00302865132426 0.000433177087225 0.000201681298005 0.00312506090529 0.0042601487303 0.272500016831 -0.0125836316864 0.0212416695411 -0.000247937634856 -0.00169417663955 -0.0014305700479 -0.00466468
Pt:-5.291235_-0.188979_0.188966_fluoroethane 0.138199394849 -0.0115583026096 0.0152039743026 0.000130277336933 -0.00220244805097 -0.00144844604369 0.0991080094766 0.00982063566658 0.000972954467677 0.145796329974 -0.000772816642093 -0.0212418843608 -0.00154342027845 0.000195021971034 -0.00268005843115 0.295614607907 0.00362399817787 0.0371946555007 0.0226383345401 -0.00316210533129 0.000790012562231 0.000480503311288 0.00255152945956 0.00493346328485 0.273011699065 -0.0126944143803 0.0213558506001 -0.000245060590428 -0.00171987074231 -0.0014465954094 -0.00335696
Pt:-5.291235_-0.188979_0.944856_fluoroethane 0.137366597551 -0.0125840821802 0.013996768299 0.000433206636775 -0.00222089898307 -0.00122380761655 0.0987989583747 0.00974036378931 0.000958220464677 0.140603545299 -0.00226382687942 -0.0195867356898 -0.00133514676683 0.000546222556923 -0.00235026881 0.297335484282 0.00562584670566 0.0355155406647 0.0255274272971 -0.0030850876384 0.0011864322461 0.000819527704019 0.00177792928875 0.00527384956905 0.272295646808 -0.0125823281886 0.0212133375104 -0.000245428338289 -0.00169350327771 -0.00142905365764 -0.00207406
Pt:-5.291235_-0.188979_1.700746_fluoroethane 0.135116797162 -0.0131497016795 0.0124313948069 0.000686229950068 -0.00209549700753 -0.000953036574219 0.0979513561204 0.00950284388184 0.00091299555834 0.134516141784 -0.00335771531647 -0.0176194643656 -0.00109128731246 0.000761768128737 -0.00196201086181 0.295589255238 0.00769236021196 0.0326455239616 0.0274059426452 -0.00277717039543 0.0015451958716 0.00117951961358 0.000928004642307 0.00522072627556 0.270378165203 -0.0122574438651 0.020821360222 -0.000248600682134 -0.00161829189856 -0.00137885500691 -0.000913977
Pt:-5.291235_-0.188979_2.456636_fluoroethane 0.131650621243 -0.0132492608165 0.0106768240604 0.000859222917228 -0.00186110746091 -0.000678461961595 0.0966059001995 0.00912718306168 0.00084268726428 0.1279428822 -0.00407258567861 -0.0155635037855 -0.000852719478025 0.000858068783758 -0.00157764570711 0.290516216612 0.00957458450408 0.0288756120263 0.0281335089339 -0.00227830598318 0.00178098716753 0.00149954398916 0.000134174619756 0.00480709235065 0.267329152728 -0.01174544809 0.0202003590117 -0.000252977044174 -0.00150215203866 -0.00129952739538 6.40172e-05
Pt:-5.291235_0.566911_-2.078704_fluoroethane 0.131482378849 -0.005860494341 0.0161763496767 -0.000744683375486 -0.0012488430222 -0.0017048318923 0.0965572331877 0.00903676151716 0.000818505571541 0.155083901683 0.00702352810727 -0.0228357661542 -0.00138783442942 -0.00179128554147 -0.00286930977292 0.268711934896 -0.00204098419244 0.0345621143802 0.00968463683803 -0.00236102025957 -0.000427598496699 -0.00015736911463 0.00354598816196 0.00214182313572 0.267429879551 -0.0116415801726 0.0201640403362 -0.000262554265789 -0.00147984287214 -0.00128610089886 -0.00797139
Pt:-5.291235_0.566911_-1.322814_fluoroethane 0.134774513475 -0.00747678320029 0.016540010189 -0.000601857828046 -0.0015892909678 -0.00175492694842 0.0978382377286 0.00941220761554 0.000889936469981 0.154877605931 0.00489628436532 -0.0234593568038 -0.00162534427634 -0.00128456100458 -0.00307137783791 0.278526497333 -0.00099820469296 0.0364980581804 0.0130217325162 -0.00268840395272 -0.000221823808964 -8.55642753618e-05 0.00361470854021 0.00295302355872 0.270282875279 -0.0121496863946 0.0207578780942 -0.000256560195919 -0.00159432775529 -0.00136363358672 -0.00699008
Pt:-5.291235_0.566911_-0.566924_fluoroethane 0.136839062499 -0.00904499324359 0.0163885402488 -0.000384346606745 -0.0018762860778 -0.00169837731269 0.0986189842855 0.00965059006657 0.000937001875179 0.152600280676 0.00267545427137 -0.0231231952153 -0.00170642875596 -0.000702183585602 -0.00303190730134 0.286286859531 0.000481105995509 0.0375165402565 0.0164517670187 -0.00292795933289 0.000111696611999 4.56052787143e-05 0.00343904758855 0.00373300111874 0.271995959989 -0.0124694842388 0.0211219340714 -0.000251015633572 -0.00166734203018 -0.0014129545483 -0.0057323
Pt:-5.291235_0.566911_0.188966_fluoroethane 0.137491913549 -0.0104119260079 0.0156876698732 -0.000116870874854 -0.00205765701798 -0.00153218015522 0.0988619733358 0.00973343618226 0.00095433219477 0.148512824688 0.000615239383816 -0.0219444996868 -0.00163398071984 -0.000157458634663 -0.00278171859569 0.291380915214 0.00239042586474 0.0373772581241 0.0196501637549 -0.00300925210347 0.000564308829049 0.000250896485993 0.00300684387133 0.00435202335119 0.272505572353 -0.012578122037 0.0212362659823 -0.000247957771329 -0.00169207903996 -0.00142968908369 -0.00433308
Pt:-5.291235_0.566911_0.944856_fluoroethane 0.136671765297 -0.0114415645405 0.0144887097992 0.000160299210364 -0.00210085922471 -0.00127898759339 0.0985552110796 0.00965434062495 0.000939950254533 0.143035214208 -0.0011039459241 -0.0201677064377 -0.00145040352544 0.000269601291367 -0.00239834709525 0.293344384914 0.00461681641665 0.035965761173 0.0222747217257 -0.00287468003469 0.00107831591241 0.000526775473857 0.00236125263702 0.00469377941615 0.271792071123 -0.0124685407728 0.0210941253802 -0.00024832084362 -0.00166650954676 -0.00141196435707 -0.002935
Pt:-5.291235_0.566911_1.700746_fluoroethane 0.134455386091 -0.0120506087557 0.0129193313847 0.000404700635522 -0.00200554055249 -0.000980397228013 0.097713813522 0.00942012403294 0.000895738808019 0.136640756562 -0.00240399169989 -0.0180727281257 -0.00121214702844 0.000550727862152 -0.00196750500557 0.291958073151 0.00693462192507 0.033343488879 0.0240497918597 -0.00251037348382 0.0015522127193 0.000840356279288 0.00159390198955 0.00469647951926 0.26988173247 -0.0121504992124 0.0207028590958 -0.000251675581537 -0.00159372024575 -0.00136079678101 -0.00165283
Pt:-5.291235_0.566911_2.456636_fluoroethane 0.131038590192 -0.01222580464 0.0111484501802 0.0005859487867 -0.00180157922282 -0.000682035985793 0.096377989786 0.00904954259683 0.000826964756471 0.1297668643 -0.00329391113767 -0.0159004495831 -0.000967185104636 0.000699065870573 -0.00155451703366 0.28730713612 0.00905481233547 0.0297560241405 0.0248377397772 -0.00196560024695 0.00187821681349 0.00113390575922 0.000820078932498 0.00437615885972 0.26684435126 -0.0116488683174 0.0200832169258 -0.000256433680878 -0.00148127133062 -0.00128001709642 -0.000558654
Pt:-5.291235_1.322801_-1.322814_fluoroethane 0.132760571675 -0.00627352510081 0.0164541605708 -0.000725299281954 -0.00134672488335 -0.00176245633433 0.0970745781404 0.0091800442866 0.000844802962222 0.155933206503 0.00665470801109 -0.0233554664052 -0.00146976977445 -0.00172639260492 -0.00302135469639 0.27187233597 -0.0019848146415 0.0353297042804 0.0105615382521 -0.00248206636014 -0.000441328315749 -0.000139349365986 0.00362046050813 0.00237411459956 0.268603885741 -0.0118375822229 0.0203964812414 -0.000261453143428 -0.00152355820416 -0.00131438267085 -0.00787312
Pt:-5.291235_1.322801_-0.566924_fluoroethane 0.134732594001 -0.0077211306952 0.0163170405997 -0.00055917865012 -0.00161960927055 -0.00168779933211 0.0978370427807 0.00940904606846 0.000889057919283 0.153609695899 0.0043135230013 -0.0230241013928 -0.00163059003838 -0.00111984213795 -0.00294326681209 0.279326211979 -0.000456668568522 0.036408297143 0.013452749533 -0.00266492186143 -6.50339268815e-05 -7.59097150175e-05 0.00354881795308 0.00301750454335 0.270289878023 -0.0121423018272 0.020754522067 -0.00025599045511 -0.00159129492052 -0.00136433161491 -0.0066114
Pt:-5.291235_1.322801_0.188966_fluoroethane 0.135355620848 -0.00900883099125 0.0156508706268 -0.00034053707151 -0.00180422739644 -0.00150608723222 0.0980742837597 0.00948872562869 0.000905389976383 0.149442791707 0.00208600403533 -0.0218427541756 -0.00162508761793 -0.000528090308977 -0.00266451830268 0.284322396072 0.00153379932534 0.0364346680213 0.0161745355917 -0.00269172484842 0.000445746415865 5.21331552821e-05 0.00324959251284 0.00354102879202 0.270791834382 -0.012245480632 0.0208677353028 -0.00025280508658 -0.00161395035196 -0.00138185494278 -0.00517443
Pt:-5.291235_1.322801_0.944856_fluoroethane 0.134572895536 -0.010013184415 0.0145027590162 -0.000100969795273 -0.00186907132951 -0.00124174648521 0.097774773582 0.00941302321892 0.00089196426935 0.143865463914 0.000178506060544 -0.0200600724119 -0.00148847906658 -4.31111431477e-05 -0.00226621932583 0.286410429457 0.00385923223556 0.0352730458281 0.0184565359962 -0.00251226682136 0.00102323949145 0.00024759718564 0.00273949268823 0.00385281102337 0.270090455014 -0.0121406024856 0.020729330238 -0.000252792634197 -0.00158972816569 -0.00136495882273 -0.00371269
Pt:-5.291235_1.322801_1.700746_fluoroethane 0.132455505668 -0.010653788022 0.0129915463295 0.000123443288942 -0.0018099038764 -0.000936639235746 0.0969530411639 0.00918837290302 0.000850518016939 0.137364008448 -0.00130921286532 -0.0179600644187 -0.00127723475344 0.000296487116395 -0.00183342605514 0.285352689302 0.0062784782978 0.0329433426256 0.0200737470239 -0.00211998328162 0.00155517814752 0.000487408812053 0.00207961762227 0.00389860546168 0.268211423163 -0.0118368605572 0.0203465297752 -0.000255585446618 -0.00152149981009 -0.00131467684471 -0.00235216
Pt:-5.291235_2.078691_-0.566924_fluoroethane 0.131404567641 -0.00631640473497 0.0157625707236 -0.000679062855449 -0.00131234241156 -0.00157289139609 0.0965549359815 0.00903070175979 0.000816867017297 0.152568857467 0.0057790626713 -0.0220095682212 -0.00144733981318 -0.00144398825346 -0.00261341650504 0.270233524538 -0.00100502097006 0.0344336688928 0.0103713517341 -0.00231192929659 -0.000126011006388 -0.000171963811273 0.00345004742505 0.0022352655377 0.267445443585 -0.0116246685352 0.0201598088756 -0.000260622017412 -0.00147275845706 -0.00128934924688 -0.0072155
Pt:-5.291235_2.078691_0.188966_fluoroethane 0.131982361547 -0.00749413682275 0.0151429931081 -0.00051123224071 -0.0014892858906 -0.00138680371467 0.0967829502556 0.00910546613975 0.000831701170455 0.148483859023 0.00347733100432 -0.02091827768 -0.00151469271981 -0.000848502913276 -0.0023396903121 0.274965558482 0.000975367053743 0.0345424902153 0.0125940964705 -0.00228992550839 0.000398286285461 -0.000118396642754 0.00325359750262 0.00264473651576 0.267934455737 -0.011719645215 0.02027054718 -0.000257331996518 -0.00149245520127 -0.00130758905066 -0.0058018
Pt:-5.291235_2.078691_0.944856_fluoroethane 0.131256400542 -0.00844724291339 0.0140796604707 -0.000315202181005 -0.00156944934135 -0.00112836614357 0.0964950813778 0.00903499893915 0.000819696164541 0.143009336266 0.00145402320882 -0.0192513847289 -0.00144021459255 -0.000339023301076 -0.0019685652084 0.277053770976 0.00327184047122 0.03358400636 0.0145039465439 -0.00208282506335 0.000981644022233 -8.54421795176e-06 0.00286315273815 0.00290631190971 0.267253968465 -0.0116213352096 0.0201388594009 -0.000256664761418 -0.00147003167311 -0.0012923609184 -0.00433906
Pt:-4.535345_-3.968429_-1.322814_fluoroethane 0.13064843686 -0.0107917850235 0.0100325417619 0.000222109933326 -0.00143535944375 -0.000175097461709 0.0981134847221 0.00886170195473 0.000728363092282 0.129140182354 -0.00334261335435 -0.014061243379 -0.000947069144585 0.000630389689406 -0.000861609151457 0.287294718385 0.0123367544821 0.027839576031 0.0190635512521 -0.000219857486594 0.00284633281872 0.000519388303967 0.00119841122051 0.00291210042002 0.272613186246 -0.0113966049027 0.020146627644 -0.000300209685087 -0.00134696333625 -0.0011910246613 -0.000160954
Pt:-4.535345_-3.968429_-0.566924_fluoroethane 0.132526500549 -0.0123715327651 0.00963273376525 0.000568550054375 -0.00155751043107 -0.000197122675344 0.0989008924735 0.00908812588208 0.000768984838519 0.127811075033 -0.00442025441914 -0.014033150337 -0.000814632833436 0.000840610062548 -0.000992950465841 0.294379595273 0.0135883439974 0.0273864328671 0.0239702399918 -0.00046110223163 0.0028633046945 0.00121774239098 0.000508440518242 0.00365072613301 0.274376201994 -0.0117088394306 0.0205065484241 -0.000300472626162 -0.00141617929629 -0.00123241521626 0.000674464
Pt:-4.535345_-3.968429_0.188966_fluoroethane 0.133119287944 -0.0136608506503 0.00891255993387 0.000923351259593 -0.00158416293634 -0.000204676964751 0.0991459764721 0.00916729007055 0.000784147822278 0.125380593243 -0.00528660515079 -0.0136268353911 -0.000651149555174 0.00099518126499 -0.00105128454094 0.298111773993 0.014356522797 0.0257632145979 0.0284194253633 -0.00078715384531 0.00266344057434 0.00188197762656 -0.000411068353714 0.00411810557221 0.274909898135 -0.0118066133805 0.0206275389402 -0.000297559067086 -0.00143627739495 -0.00125153880584 0.00144449
Pt:-4.535345_-3.968429_0.944856_fluoroethane 0.132374510208 -0.0145366665875 0.00792797655452 0.00123470943565 -0.00150793786917 -0.00019603411881 0.0988365711616 0.00909305910948 0.000772104391852 0.122031916234 -0.00590111067814 -0.0129134524306 -0.000480595769604 0.0010815916445 -0.00104018107501 0.298200116167 0.0146473250952 0.0231301916926 0.0318506624086 -0.00113183034152 0.00230582778516 0.00240323006773 -0.00138502885854 0.0042034282758 0.274193238431 -0.0116831039174 0.0205024691159 -0.000292239444584 -0.00140535731427 -0.00124656555289 0.00209973
Pt:-4.535345_-3.968429_1.700746_fluoroethane 0.130357669035 -0.0149364388904 0.00677289872525 0.00145954369964 -0.00134414366428 -0.000173230300013 0.0979880087837 0.00887189593604 0.000734477280173 0.117988128182 -0.00626183826354 -0.0119877228251 -0.000322777852842 0.00110194737559 -0.00097490399052 0.29474289398 0.0145634144881 0.0198245762378 0.0338949272667 -0.00140749834739 0.00188306033305 0.00272819497396 -0.00221805832689 0.00391226484559 0.272251855617 -0.0113500653976 0.0201365970278 -0.000284592751477 -0.0013273828672 -0.0012168061759 0.00261621
Pt:-4.535345_-3.212539_-2.078704_fluoroethane 0.133388297301 -0.00947018685007 0.0121860199227 -0.00017811730462 -0.00149852271406 -0.000455201573622 0.099274711135 0.00915419118372 0.00077697226253 0.13810211311 -0.00144807354999 -0.0162822109935 -0.00129417939878 0.000295708836679 -0.00105708124941 0.288001664786 0.00894627352421 0.0319592971005 0.0150879063781 -0.000873803498259 0.00253749695826 -0.000117581998657 0.00234097344672 0.0025417465056 0.275362603223 -0.0117669359654 0.0207086171087 -0.000293296259893 -0.00141779259471 -0.00127777208889 -0.00204095
Pt:-4.535345_-3.212539_-1.322814_fluoroethane 0.136829487874 -0.0114412657009 0.0122306101978 0.000154143811275 -0.0017713448631 -0.000503511620503 0.100668535227 0.00955717482474 0.000850899908894 0.137956375899 -0.00292711893985 -0.0167357538455 -0.00121963006869 0.000615041611684 -0.00129645685217 0.299076046757 0.0105697755071 0.0331404084927 0.0204637836569 -0.00113999678242 0.00281044277355 0.000482324289631 0.00197198612742 0.00363566664297 0.278468587702 -0.0123318714037 0.0213423354089 -0.000294329830974 -0.00154715004025 -0.00134854940226 -0.00108713
Pt:-4.535345_-3.212539_-0.566924_fluoroethane 0.138991456164 -0.0132699782181 0.0118520300008 0.000557831763534 -0.00195990704762 -0.000522290808278 0.101519617456 0.00981390203657 0.000899922552286 0.136339565788 -0.00425747620823 -0.0166416942106 -0.00106775011317 0.000900095287975 -0.00143863698479 0.3072037031 0.0119204257613 0.0329932833835 0.026013862699 -0.00147505830578 0.00287959747221 0.00117990319039 0.00119251885336 0.00463325782136 0.280339524447 -0.0126852250576 0.0217341097356 -0.000292305511329 -0.00162880765066 -0.00139537037425 -9.82389e-05
Pt:-4.535345_-3.212539_0.188966_fluoroethane 0.139675756676 -0.0147636744387 0.0110460502142 0.0009782828652 -0.00202227897901 -0.00050459592693 0.101784742618 0.00990336277988 0.00091810130513 0.13340083976 -0.00532951473915 -0.0160452525362 -0.000867606037041 0.00111028964222 -0.00147115662192 0.311627349389 0.0128976383956 0.0313784404167 0.0310515108038 -0.0018357413186 0.00273178318018 0.00185860093316 9.06734636591e-05 0.0052923887152 0.280903377158 -0.0127987245722 0.0218630375037 -0.000289078709746 -0.00165395812211 -0.00141500016833 0.000836243
